,0
688,"Padahal gw berharap malam ini ada plot twist. Tapi ternyata tidak. Jadi harus mikir lagi, what kind the purpose from this choice??"
689,Hahahhaa jadi g respek lagi sama  elo...males milih elu
690,Nafsuan klo begini namanya😂
691,Hatrick.... or ..????
692,Manut pak jokowi ❤️👏
693,Nggak sabar pengen liat mereka diwawancarai mbak @najwashihab
694,Ah
695,😂😂😂😂😂😂😂😂😂
696,Awal mula munculnya diktator dan otoritarianisme adalah dengan membiarkan para penguasa menempatkan keluarganya dilembaga2 vital negara..silahkan cek sejarah negara2 yg dipimpin oleh diktator
697,"Alah mai siape capres sm cawapres gw tetap golput,,saran utk tmn2 bagi yg pro dan kontra jgn smpe berlebihan,,apelg ampe ribut di komentar,,gak ada untung nye debat tin politik,,mau siapa capres atau cawapres nya,,gak akan ngubah hidup kita,,tetap aja apa2 mahal,di sini gratis di situ bayar,,maka itu gw lbh memilih golput,(nyblos semua)biar suara gw gak di salah gunain,,mf bagi yg gak sepahaman/sepemikiran sm gw,,"
698,😂😂😂satu putaran ganjar mahpud stategi jkwi mantul
699,GOLPUT
700,Ganjar Mahfud terbaik
701,Konspirasi wahyudi
702,Strategi politik buat orang  sebel..
703,Pemilu ben adem
704,"Tadinya mau pilih Ganjar, taunya ada Mas Gibran, ALL In Prabowo - Gibran ❤️"
705,Keputusan yang bodoh sekali
706,All in Prabowo Gibran 🔥🔥🔥🔥 biar teruskan semua proyek pakde 🔥🔥
707,Kaciw
708,No Coment lah...
709,Menguntungkan Anis.. soalnya masyarakat skrg liat partainya
710,MARI ADU GAGASAN KAMI TAK GENTAR #GanjarMD_RI1  #GASPOLLL
711,Gapapa sih. Setuju aja. Mau siapapun kalo muda didukung. Emg hrs pengalaman trus kah hg dilihat. Semangat yang muda.
712,SIAPA DISINI YANG NAROH BALSEM????
713,"Kl toh menang,menang dgn tdk jujur,kl kalahpun akan ttp hina krna sdh bermain kotor, tp selagi msh ada paman di MK semua bisa kok.... jgn panggil aq anak kecil paman.... !!"
714,"TINGGAL NUNGGU KEKALAHAN KE-3, GB**!!"
715,Representasi Gen z . Yg tdk setuju dgn Gibran tinggal coblos yg lain di pilpres nanti. Tanpa membuat sebuah asumsi yg mengkebiri kapasitas dri Gibran. Ini demokrasi setiap anak bangsa punya hak utk memimpin bangsa ini.  Bagi saya sbga gen z mas wali punya kapabilitas utk menjadi salah satu nahkoda terbaik utk negeri ini.
716,"Meskipun cawapresnya Gibran,ngga jamin akan menang lawan Ganjar -mahfud"
717,Gilaaa kaget ak ... Diluar prediksi bmkg
718,"Adududu.. Masalahnya selalu sama utk Om Wowo, selalu salah milih cawapres.. 😮😢"
719,HAHAHAHA. BUNUH DIRI
720,Tidak tertebaque
721,Telek
722,Dagelan
723,Rispek sama gibran... eh ternyta😂.. haus kekuasaan jg😂
724,Terlalu cepat ditengah kisruh keputusan MK sehingga kepercayaan publik terhadap pemerintahan yg sekarang turun sehingga mempengaruhi elektabilitas prabowo.
725,Blunder
726,Selamat berkontestasi utk semua pasangan capres cawapres. Smoga pilpres 2024 ini jd pilpres yg damai dan jauh dr perpecahan
727,ANIES - MUHAIMIN  Idolaku. 🔥🔥
728,Kucluk. Golput wae nek ngene carane
729,Siap 🔥
730,👍👍
731,dan beginilah politik 🤣 wes mending munggah gunung ae njoo
732,HAAAHHHH BUKANNYA BESOK
733,@krisardian_syah kelas paman
734,Kalah lagiii.... Kirain sama erick
735,"Deeeeh males dah, beralih ke Ganjar"
736,"Alhamdulillah, selamat mas Gibran.... saatnya pilih Pak @aniesbaswedan sebagai presiden 2024, meneruskan perjuangan Pak Jokowi"
737,"Tuuuhkan, akhirnya!! Ini semua krn ada ordam yg mensahkannya😂😂"
738,Potek2 hati ini😂gpp masih ada 2 capres dan cawapres yg lain..😂g suka g usah milih..suka pilih..simple..
739,Kalh jilid 4
740,Maaf bapak sepertinya bapak akan kalah k3x nya😢
741,Tombol AMIN Aja dulu 👉👉👉👉
742,"Mungkin kedepannya Gibran gak mau jadi petugas partai, Krn jabatan adalah amanat rakyat , bukan lg amanat partai"
743,Mba @srningsiih 😂😂😂
744,Siap Kalah lagi Pak Prabowo
745,Saya pengen lihat keadaan banteng hari ini apakah baik baik saja 😂😂 yg penting Anies presiden
746,Amin semakin di depan ❤️
747,Harapanku lenyap
748,Tetap pilih Ganjar Pranowo - Mahfud MD ❤️❤️❤️ terbaik #ganjarmahmudpresiden2024
749,TETEP RAMBUT PUTIH
750,Bisa dibilang blunder gak sih?
751,Hadddeehh .. blundeerr pak pak
752,Wah sudah pasti kalah beh ente ama GanFud..
753,satu2nya capres yg bukan boneka partai cuma PRABOWO 👍👍👍
754,Tumbangkan👏
755,gak bahaya tah...bukan nya dia masih pengurus partai banteng
756,Owhh noooooo
757,🤪😇🤪
758,"Klo gni jdi aku hrs cari pilihan lain,,😢 kecewa2.. ini mah murni milih gibran krn anak pakde, klo krn pengalaman, kepala daerah, cmn walkot doang blm kelar lagi, klo krn popularitas di jateng-jatim jg g bagus2 amat.. pak prabowo koalis partai besar.. bnyk pilihan di kader.. malah ambil diluar parta,, blunder amat😢"
759,Nt sengkta pemilu paman pastie menangin ponakan nya🤣🤣🤣
760,Dikira warga Konoha banyak yg ga melek informasi lewat Media elektronik gitu ..Suara rakyat tidak diperhitungkan suara survei lebih diperhitungkan ..Lucunya calon pemimpin di negeri ini 🤣🤣🤣
761,Ga masalah yg penting Ganjar mahfud
762,"Aku pendukung fanatik Prabowo,tapi Prabowo blunder mending pindah ke Ganjar aja deh kalau gitu"
763,"apakah ini taktik Jokowi supaya Projo kecewa sehingga semua mendung Ganjar yg selama ini Projo terbelah,,dan suara Prabowo gembos,tapi kalau bukan Tatik hanya satu kata anak tak tau diri sebagai penghianat,,tak layak jdi pemimpin masa depan"
764,ANIS RI 2024
765,Aduuhhh.........kenapa begini kenapa begitu.....aduuhh aduuhh aduuhh😢
766,Skip
767,yg bikin gedeg tuh ngomong si Gibran mencla mencle
768,Asu dahlah 😂
769,Tetap pilih Anies - Muhaimin
770,Pak prabowo memberi sinyal buat kekalahan yg ke 3x nya😂😂
771,Boleh golput aja ga sih 🙂
772,Mungkin ini cara Allah SWT. untuk memuluskan jalan pak Anies menuju R1.
773,"Ya tapi setidaknya si sulung satu ini sudah menggegerkan tanah air, dibanding dgn si sulung yg sana itu #ehhhh"
774,Plotwis banget yahh gak kaget sh
775,Pie ki mas @ghandhend
776,Ternyata gila kuasa juga... Kompas ulang2x posting video2x Pakde dan anaknya yang ternyata dusta semua... Seindonesia dibohongi mereka...☹️
777,Indonesia kAya kehabisan orang berkualitas
778,Padahal ada pak Ridwan Kamil yang jauh lebih berpengalaman dan berintegritas lawak banget sih ini 😂
779,Semakin yakin pilih Pak Ganjar Mahfud
780,"Bgitu lah pmikiran manusia bs berubah sewaktu2,dulu awal mula knl ank2 pk jokowi salut krn kl ditanya bhkan ulang2 sllu bilang gk mau masuk politik mau bisnis aja tp nyata nya 2 anak laki2 nya trjun ke politik,bhkan mas gibran yg msh mnjabat walkot trgiur jd wapres dmn psti akn mninggalkn jabatan yg skrg,kl mau dikatain org2 haus kedudukan yah bs jadi wlpon mngkin tdk bgitu tp knp jabatan skrg hrs ditinggal dmi jbatan yg lbih tinggi? Sy dukung kl dia mau jd capres/cawapres tp di masa mndatang krn kl skrg kesannya jd serakah,tp sp pn presiden dn wakil presiden smoga bs mmbawa indonesia lbih maju"
781,Kenapa anak ingusan bisa jadi seperti ini.. Hancur dan  negara ini.. PDIP main 2 kaki.  Ini politik macam apa?.. Kasar permainan ini.  Sdh tdk respons lagi thd Prabowo. Saya izin Golput
782,Kesempatan untk GoFud paling masuk akal
783,Fix 2024 GOLPUT. 🔥
784,"Ketika bahasa kepentingan mereka sama, maka dengan mudah perbedaan itu akan lebur."
785,Blunder 🤣🤣🤣🤣
786,Politik bosss...semua jgn kita saling menyalahkan partai politik semau udah di pikira matang2 pak Prabowo dg siapapun sebetulnya. Tahun ini pasti menang ..cuma banzak pera pemuda zg gak peduli sama politik ..amas Gibran mangawali ini semua .pembuka pintu pulang untuk pemuda agar mau ikut serta dan Melik politik ..josss mas Gibran politik masa depan kita bbgakan
787,"Seandainya Prabowo menang,berdoalah semoga beliau diberi umur panjang....ga kebayang bilamana pa Prabowo dianggil oleh yg Maha kuasa saat masa jabatannya belum selesai..engga kebayang aku.."
788,Selamat yah yg g tertarik dgn Politik yg pasif☺
789,Pupus Harapanku dan Doaku untukmu Jenderal... Mungkin ini kekalahan anda yang Ketiga...
790,😂😂😂
791,"TAMATLAH kekuasaan partai banteng megaloman  yang angkuh dan sombong.,"
792,"klo ga suka ya ga usah dipilih,ribet amat yak org2 hidupnya 😂"
793,Karakter ganjar dan gibran sepertinya sama .. tp untuk prabowo dan mahfud.. saya pilih mahfud
794,Fix menang satu putaran pasangan AMIN
795,"Waduh ternyata ramai viRal putusan MAKAMAH KELUARGA DI KONOHA  ternyata endingnya seperti ini , sory SKIP PRABOWO ,SKIP DARI BANTENG ,  pilihan terakhir di ANIES (AMIN) OKE Coblas sekeluarga 🔥🙌🙌🙌🔥🔥🔥🔥🙌🙌🙌🙌🙌🔥🔥🔥"
796,"Si emak encoknya langsung kumat, Puan kejer-kejer, Ganjar ketar-ketir, Jokowi langsung selamatan potong kambing dua"
797,Woww...Debat MMD lawan gibran 👏👏😅😅
798,PETUGAS PARTAI DURHAKA 😂 HASIL NYATA PRAKTEK PRAKTEK KKN 😂 😂
799,Fix yang tadi nya bakal pilih prabowo jadi auto gak jadi.. mikir lagi nih mau pilih yang mana.. gk mau ada dinasti banteng lagi
800,Semoga dianulir KPU saat pendaftaran Gibran kader PDI Perjuangan tdk mengundurkan diri masih sah ber KTA dibegal Golkar ini pelanggaran Demokrasi
801,Drama politik 😮
802,Planga plongo 2.0
803,"Tidak ada kawan dan musuh abadi dalam politik ,apalagi khianat mengkhianati namanya juga politik , yang ada kepentingan abadi . Pinjam 100...😂"
804,Kecewa
805,Senin masih jualan martabak ama katering.  Kamis jadi walkot. Eh Minggunya wapres lho😂😂😂 MUKE GILE
806,Byuuuuuuhhh
807,Pantesan indonesia di jajah 350 tahun rakyat dan penjabat emang.....
808,definisi menurunkan harg* dir*
809,"Keknya Koalisi Indonesia Maju para petingginya pada kena kasus yg kasusnya masih di hold sama Pak Jokowi, makannya kalo ga mau ambil Gibran, bakalan di UP semua kasusnya 😂😂😂"
810,gak masok blas
811,"Ga kebayang besok pas debat cawapres, mahfud vs gibran vs imin, analoginya kayak real madrid lawan tim2 tarkam 😂😂😂"
812,Kualat
813,"Ya dah deh...yang paling mending mending,,,bukan petugas partai, juga bukan pewaris,,, meski cawapresnya ga masyok di nurul...😂😂😂 tp paling mending drpd yg laen😅"
814,DI RUAR NURUR 🤔
815,beuh kocak kocak
816,Blunder
817,Banyak yg bisany menghujat kaya pada bisa kerja untuk kepentingan negara.mau siapapun kita dukung untuk indonesia yg lebih baik
818,"Koalisi besar masa ngak kader yg bisa di munculkan,"
819,"Kemarin yg ngotot kalau gibran ini orang yg punya komitment dan sikap, mana suaranya nih😂😂😂 MAKAN TUH"
820,Kebiasaan Wowo bukan? Mengumumkan sesuatu yg blm jelas. 😂😂😂😂😂
821,Ayo semangat sukses kan generasi muda mas @gibran_rakabuming
822,"Maaf pak probowo kenapa harus gibran ?...kami kecewa, anak kemarin sore belum pantas jd cawapres 10th lagi baru pantas"
823,#AMIN2024
824,Salah jalan nih pak prabowo..yang tadinya semangat buat milih beliau jadi kendor lantaran bocah baru lemaren udah digandeng..mau cari aman malah AMIN yang di untungkan
825,Ganjar Mahfud...suuuaaiii...
826,Kenyataan politik... Sah2 aja
827,Kog kesusu men... @gibran_rakabuming
828,"Emang ngk ada pilihan lain ya,maksa banget 🙄"
829,"Saya kuatir klo alat2 negara digunakan utk mengeruk suara masyarakat, HATO2 @kpu_ri  apa bisa netral ato malah disusupi kepentingan pak lurah yg serakah?"
830,Capres tertua dengan cawapres termuda
831,Kenapa ga pak erick thohir atau pak RK😢
832,Fix beralih ke anies
833,Kabari segera respon PDI
834,https://youtu.be/ZNRFFw473I4?si=Gn8AtuSOW8rXhjr7
835,Pret lah
836,Kenapa lah pak prabowo ini nggk milih Ahmad Deni aja
837,Om wowo udah putus asa saking seringnya ga jadi 😂
838,Alhamdulillah 🤲
839,"kalau pemilih @jokowi yg cerdas pasti akan menganalisa kenapa beliau begitu keras tidak mendukung capres pilihan partainya padahal beliau adalah kader : 
1. beliau meyakini kemungkinan kalau program² beliau tidak akan dilanjutkan terutama IKN dan efeknya beliau akan dikenang sebagai candi jilid 2 😂 
2. beliau memprediksikan kalau Pak @prabowo menang maka anaknya pasti akan melanjutkan program tersebut (baik dengan catatan kesehatan Presidennya sudah tidak memungkinkan ataupun masih layak ) 
3. beliau mau membalas sikap ketum yg selama ini TIDAK MENGHORMATI beliau dengan statement² merendahkan beliau di depan publik. 
so, buat loyalis beliau pikirkan aja deh kenapa sikap politik beliau seperti itu 😂"
840,ahy menangis 😂
841,"Gileh, belom apa2 semua udah diubah demi kepentingan die"
842,"InsyaAllah yg terbaik utk bangsa, gerbang bagi calon pemimpin muda di masa depan"
843,AMIN lebih meyakinkan untuk Indonesia tercinta
844,Jangan gegabah mas mas
845,Bumerang bagi prabowo dan su'ul khotimah bagi jokowi
846,maju terus mas gibran....
847,"Ora gumun, menangkan ganjar mahfud"
848,Ora nyetel pasangsnnya 🙏🙏🙏 wes gitu aja
849,Lebih pas kalo Gatot Normantio 😍
850,Ganjar surveinya udah tinggi .. Jadi ga usah risau kalau gibran ke pak prabowo
851,"Apa dikata, suka atau tak suka, rakyat bisanya memilih pilihan yg dihidangkan kualisi2 parpol. Krn itu kepentingan kita sesama rakyat ttp terjaga persatuan & kesatuan  srt terjaminnya ketertiban, ketentraman, keamanan & kedamaian. Mslh pilihan tinggal pilih saja berdasar selera masing-masing."
852,Kira2 pepo ngambek lg gak ya???. Pupus sudah harapan puan yg mau menjadikan gibran sbg jurkam gofud.
853,OMG #selamatkanjanethes
854,Demokrat Apa kabar?😂
855,Sayang sekali.....
856,Takutnya bernasip sama dengan ahy... Terlalu dini
857,"Menurut pandangan wong deso ketiga bakal capres ini masih jauh untuk bisa membangun negri ini karna mereka masih berhutang budi sama partai kemudian ketiga capres ini tidak terlihat turun ke rakyat miskin, melihat ekonomi, para buruh, pendidikan dll, mereka taunya cuma bersenang2."
858,Haaa😮😮😮
859,"Akhirnya ""BOOOOOMMM...!!!"""
860,Debat cawapres bakal seruuuu 🔥
861,Siap kalah....
862,Saya ini hanya anak polos anak kecil katanya...msh jauh....BUT...😂
863,Hobiny Jdi capres
864,Hahahhahhaaa.. mmmm...
865,Maaf ngga jadi pilih anda
866,#terimakasihpamanjanganpanggilakuanakkecilpaman
867,selamat mas gibran 🙏👍
868,Ga jadi all in pak prabowo😢
869,Harus nya prabowo sama cipung... Untuk Indonesian yang imut
870,Parah
871,"Guyss ini tuh kode rahasia dari pakde Jokowi, ytta, kalo ga berkompeten ga mungkin jg banyak partai hebat yg mengusung."
872,Indonesya ambyarr gaess.. 😂
873,@faraul_ yasalam par baku baku stel sda
874,Prabowo-Gibran Menang
875,Fix pindah haluan. By
876,Popularitas jadi penilaian utama disini 😂
877,"Kita tunggu tinjutnya , ?"
878,"😂😂😂 bikin ngakak putusan MK tu, ya tujuannya seperti ini"
879,Kalah maning son
880,😂😂
881,"AHY masa kalah sama Gibran, padahal sama sama anak presiden malah AHY pernah jadi cagub 😂😂"
882,@frank_hatu
883,Andai bapak gua jadi presiden.
884,"Yang satu tua, wakilnya terlalu muda dan kurang pengalaman untuk level Provinsi apalagi negara .. maaf saja"
885,@larasati3384
886,Kocakkk😂
887,Sembarang wes...yang penting pilih kepala negara dengan rekam jejak yg baik dan tidak jahat...
888,Banteng panas
889,Nggak ngerti
890,Bener2 seru
891,"Apa kabar AHY,,masih betah disana,atau siap2 angkat koper"
892,@ave_chr 🌩️
893,"Ketum Airlangga, Ketum AHY, Ketum Zulhas, Ridwan Kamil... Lewat. Bocil dapat tiket😂😂😂😂"
894,Koalisi besar.. Melahirkan dari kader  partai lain... Bocil ngapain di pilih.. Baru juga jadi walikota berapa tahun.. Malah wapres dari golkar.. Padahal kader PDIP..
895,siap kalah lagi
896,Ramalan @_dennydarko_  menuju mendekati bener lagi
897,Semangat Dik Gibran!!
898,Dijamin kalah si wowo
899,"Awal kehancuran partai2 besar terutama Gerindra, Golkar dan Demokrat."
900,"Aneh. Kemungkinan besar tak akan ada kepercayaan di kepemimpinan selanjutnya, aplg DKI. Big No 😅 @gibran_rakabuming"
901,"Tidak ada yg abadi dalam politik kekuasaan seperti minum air laut .... 
makin diminun makin HAUS"
902,Apakah desa Konoha akan di pimpin Sasuke dan Boru to di masa depan..!!
903,"@jokowi gambaran yang membesarakan bapaknya dan namanya saja di khinati apalagi rakyat,, paling aman amin"
904,Menurut saya gibran blunder..klo kalah nasib dia di dunia politil redup..ntr klo pun maju di pilgub saya yakin respek ke dia uda berkurang
905,Lucu bgt
906,Kalah lagi
907,Duh kwkwkwkwkkw
908,Semoga nyungsep
909,Wkwkwkkw Masyarakat sudah pintar... Tau kn apa yg harus kita lakukan ???
910,Kacau ini negara koq dijadikan mainan
911,Gak ngaruh tetap konsisten di❤Ganjar-Mahfud RI1🇲🇨 2024.
912,mantap ❤️ siap pilih prabowo - gibran 🔥
913,"IMO kecepetan @gibran_rakabuming mbok ya sabar dulu, katanya mau fokus sama Solo? Lah kok ini langsung nyawapres, kejauhan. Buktiin dulu jadi walkot Solo berhasil gak. Kalo mungkin next pilpres majunya mungkin sudah teruji dan banyak yg respect. Kalo begini ya wassalam ilang respect saya. Ya walopun respect saya gak ngaruh juga sih buat situ. Good luck deh, semoga karier politiknya gak ancur."
914,Haduuuh
915,Ajaib ini @anandahayyun
916,Prabowo...kasihan km pak..orang tulus..dibodohi
917,Lewat jalur vvip..wow keren bnget...🤦‍♀️🤦‍♀️ hebat ternyata..
918,"Baru 2 tahun menjabat di solo dan tergolong baru, sudah loncat jadi wapres, SKIP klo gini pilih prabowo, siap2 kalah pak untuk yang ke-4 kalinya"
919,"Sebenarnya sy dulu mau pilih Ganjar untuk jadi presiden tapi karena kasus waktu ini yg nolak piala dunia sy jadi ngak suka sama beliau, trs saya mau beralih ke Prabowo setelah itu dan ternyata sekarang wakil nya anak masih bau kencur sy membatalkan niat lagi,,terpaksa 2024 nanti saya Golput."
920,"Dear Paman, tetap sehat terus ya. Cucu2 dari ipar mu masih kecil2 dan membutuhkan mahkamah di kemudian hari. Tetaplah menjadi ketua utk hari ini, esok, dan seterusnya. ☺"
921,gak respect turun pamor
922,👏👏
923,Shame on u Gibran... jalur menuju kekuasaan yg anda ambil sangatlah jauh dr kata beradab ... parah !!! Kualitas anda ga jauh dr tahu bulat yg di goreng dadakan !!!
924,"Pak Prabowo sama pak mahfud aja , pas !"
925,"Aku anggap ini koalisi pak Jokowi dan pak Prabowo, sesuai keinginan kalian dulu mereka berkolaborasi jadi capres-cawapres kan, nah ya ini tapi lewat tangan mas gibran 😁"
926,Hidup MK😂😂😂apapun bisa....
927,Bagus. Harapan kalah lagi. Probowo...
928,Makin mantap pilih Ganjar-Mahfud
929,👏👏👏👏 makin yakin buat gak pilih prabowo lagi..
930,Mantap Amin❤️
931,Prabowo ga belajar hehehe..pak..pak aduh kasian sama bapak anda jujur tapi sayang kesalahan diulang2 @prabowo @amhendropriyono @sbyudhoyono.id
932,🔥🔥🔥
933,Blunder lah pak....... Hmmmmmm
934,apakah memang taktik ?? dari lawan
935,"Terserah, seakan² anak muda bangga🥱"
936,"Ganjar mahfud lbih bagus tapi dibelkng mreka  ada banteng merah wkwk😂😂ini anies ama muhaimin umbar janji wkwk, yang satu lagi pak bowo udh keren tapi gandenganya anak muda gimna yak aneh semua si pemilu besok😂😂😂"
937,naga2nya bisa hattrik 3 kali kalah 😂
938,Blunderrrrrrrr😂😂😂😂
939,Sabar ya... kondisi pilpres 2014 dan 2019 akan terulang kembali di 2024 😂 sabar ya...
940,😢
941,Salah besar prabowo milih gibran... Pasti banyak orang yg gak jadi milih pak prabowo...
942,Blunder
943,Pilpres paling seru.. Yg satu tua banget yg satu muda banget
944,hahahai.. inikah taktik Pedih  buat menurunkan elektabilitas 30% wowo😂
945,Mamak banteng vs istri presiden seru juga 😁☺️🙏🙏🙏
946,Menghancurkan diri koalisi sendiri
947,Bagusssd KACANG LUPA KULITNYA
948,"Padahal awalnya rispek sama mas Gibran, one day kalo dia nyapres pun (pada waktu yg tepat) mungkin akan punya banyak massa juga. Tp ternyata beliau lebih memilih nyalon jalur cepat dan penuh “kegaduhan” sprt ini. So yaah good luck deh w golput ajahhh 🙃"
949,Lawan lain lagi senyum2
950,Dosa jariyah reformis...yg menjatuhkan pimpinan terdahulu yg sangat sukses utk pembangunan
951,Gak bakal menang..
952,😂😂😂😂😂
953,"Nah gini donk, beda ama pemilu2 terdahulu, kan bisa seru"
954,Di lumat sama pasangan AMIN
955,Enak gorengnya.... Bravo PDIP
956,Awowowkwowikoo
957,🤣
958,"Alhamdulillah, dg demikian AMIN semakin lancar."
959,"Segala kebusukan udh terbaca bossss mau jadi wapres mau jadi apa juga  ayo sama""kita tenggelam kan pdip dan petugas dari petugas nya petugas partai"
960,A M I N
961,Awasi semua prosesnya jgn jgn hasilnya jg dah d terobok2 kyk hasil MK
962,All in Ganjar-mahfud
963,Hore hore ngakak... Wkwkkekekek
964,AKI SEPUH DAN BOCIL HAUS KEKUASAAN...BAKAL KALAH TELAK....HIDUP GANJAR..❤️
965,Sy mendoakan semoga KALAH !
966,"Sok Tahu saya : Kenapa Pak Prabowo milih Gibran, karena dihawatirkan kalau Prabowo milih yang lain besok MK memutuskan Capres Maksimal usia 70 tahun dan Prabowo tidak bisa mencalonkan diri jadi Capres, kalau wakilnya Gibran maka aman"
967,Yusril ihza mahendra: im fine im okay gwencana..
968,Ciri ciri kalah sudah nampak d permukaan 🙃
969,kok jd sedih ya
970,Pdhal harapanku prabowo - ridwan kamil
971,Dinasty 🔥
972,puncak komedi indonesia
973,"Tadinya mau all in prabowo, Ealah wapresnya Gibran😂.... Pilih pak ganjar - pak mahfud aj deh"
974,GANJAR PRANOWO MAFFUD MD 2024. JANGAN LAGI MANTAN ORBA.
975,😂😂😂😂😂......brita hoax......apa nya yg resmi  dan resmi dari mana....😂😂😂😂......hmmmm
976,😂😂😂😂😂
977,Anak ingusan yang suka d remehkan rekan partainya 👏👏
978,Wkwkwkwkwkwk🙌👏
979,That's how to make tripple lose 😂
980,#makasihpaman #anakkarbitan
981,"Mantap...trick nya mantap ni, usia lanjut + usia muda, ujungnya bakal mantap nich, ini kalau mereka menang sich, ya terserahlah, bodo ah"
982,@roliesroberta  tanggapannya gmna kawan
983,BLUNDER
984,Pantesan orang pintar2 lulusan terbaik di Indonesia kerja di luar negri.karna di Indonesia ngak di butuhkan yang pintar di butuhkan itu yang penting........ Isi sendiri
985,Tumbal PDI
986,Amin bagaikan badut Pilpres😢
987,"Akhirnya Rakyat Bisa menyaksikan Bgmn rezim sekarang dan kroni2nya melakukan manuver politik yg kurang elok saling khianati tdk lg berdasarkan kompetensi tp yg penting menang !!!....cm Anies yg mandiri tdk perlu endorse jokowi...berdiri sendiri wlpun dia capres plg miskin tp dia Pemimpin yg tangguh  dan santun , cerdas dan amanah 👏👏👏👏"
988,Ambyarr😂
989,Ramutu blasss..☹️
990,"Tinggal lirik 2 calon, Amin dan Gama👏,wowo anggap ga ada"
991,Blunder + Ajur mundur dukung prabowo ❌
992,"Konstitusi sudah dirusak, awal kemunduran demokrasi...indonesia siapa yg bilang sekarang menuju indonesia maju ???"
993,"Mantap,,,awal kehancuran karir politik mu bos,,rakyat udah pada pinter,walaupun mreka mendukung bapak mu blm tentu anak nya jg didukung😂😂😂😂😂😂😂😂"
994,Dlm hati ketua umum pendukung yg lain pasti sakit hati kok enak banget 🤣🤣🤣🤣🤣🤣🤣🤣
995,ALHAMDULILLAH... 🤲🤲🤲
996,"Menurun Kualitas Partai-partai yg ada di Koalisi tersebut seperti Golkar, Demokrat, PAN, Gerindra dll, auto kasihan Kader dan Caleg dari partai tersebut ditinggalin Pemilih, lihat saja"
997,👏👏👏
998,Serius lh woiii
999,Byeee😂
1000,Tadinya pengin pilih prabowo eh ternyata pasangannya gibran jadi maless
1001,Ku bilang jangaaan.... 😂😂😂
1002,Hahaha gak jelas kakek Wowo.. blunder d awal😂
1003,Napa ngga Erick Tohir aja sih
1004,Here we go
1005,Dan mungkin ini adalah kekalahan Prabowo berikutnya 😂
1006,Yakin nih dengan pengalaman jadi walkot selama 3 tahun bakal mimpin negara besar Indonesia ?
1007,perubahan
1008,Innalillahi astaghfirulloh
1009,Beri aku anak Muda maka akan ku guncang dunia -Bung Karno- 🔥🔥
1010,Waduh...jadi bingung pilih mana nih....politik untuk merebut suara jawa ini sesuai pbahasan di @helmyyahyabicara
1011,"Mantapp.. Ini baru seruu , adu ide dan gagasan 🔥🔥"
1012,😢😢
1013,Pendukung Prabowo lsg hilang 50%.
1014,Nunggu pdip bongkar kebusukan jokowi 😂 dan nunggu jokowi bongkar keburukan pdip 😂
1015,they are nothing … 😂😂
1016,Propaganda apa lg ini 😂
1017,Kalo di lihat dari pengalaman sudah pantas kah suhu ? ✍🏻☕
1018,Wow😆😆 seru nih pilpres 2024
1019,Suara kaum merah pasti pecah. Akhirnya Amin vs PraGib di final. Berani taruhan? 🤣😀
1020,"Jadi bingung, politik sekarang perang mesin negara sepertinya"
1021,Teroma kasih paman
1022,GAMA ..winner
1023,Hasil revolusi mental ....Kerja keraslah agar negara ini bs kau wariskan pd keluargamu !
1024,Tetep Ganjar Mahfud SDH teruji secara kwalitas....
1025,Wahh dipimpin pdip lagi ini mah 😢
1026,Monggo milih ganjar ato anis saja
1027,Boruto
1028,😂😂😂😂dagelan
1029,😮😮😮😮😮😮
1030,"Gagal untuk ke tiga kali nya, GAGAL DEH YG MAU BERKUASA 😂😂😂😂"
1031,Piye iki ora seneng kabeh nang 3 capres
1032,Sengaja mengalah kah pak?
1033,"Coba tanya ke Gibran itu, pengertian Visi dan Misi 😂😂😂😂"
1034,Hattrick ala Ronaldo ke gawang Atletico Madrid
1035,Sangat berani
1036,Aduuuhhh mas @gibran_rakabuming 😮😮
1037,Sengaja untuk kalah
1038,Tombol nga milih..kwkw
1039,"Ga bayangin pas drbat cawapres, yg 1 pinter tegas, yg 1 cengengesan, yg 1 lg irit bicara...disitulah org bs menilai kapabilitas mrk...."
1040,"Kalau PDIP tak bereaksi berlebihan, maka PDIP akan aman, jika bereaksi berlebihan maka akan jd tambahan amunisi bagi Gibran buat nyari simpati pemilih"
1041,Cuma ganjar - mahfud yg bukan group yg ada penghianatnya..
1042,Kecewa... Ubah haluan ke Anies Baswedan
1043,Blunder lagi aja😂
1044,Terserah... asal jangan anis aja😂😂 GP n M MD next preisiden
1045,Oh makanya revisi Undang-undang ya.
1046,Mengecewakan.
1047,Anak tidak tau di untung
1048,Mas @gibran_rakabuming ini adalah perbuatan yang sangat memalukan..berpasangan dengan orang yang pernah menghina bapakmu itu..tukang andong..etc..janganlah menjadi anak yang #durhaka
1049,Ganjar mahfud md semakin dekat menuju RI 1.
1050,Buset dahhhh maksa banget😂
1051,"Mantavvvv, fusi terkocakk diumumin juga akhirnye 😂"
1052,Tetap Ganjar dan Mahfud
1053,🔥🔥...mantap.semangat
1054,"Yah ..... Taktik Manchester United di pake , alamat jadi  bahan ledekan doang nanti 😂😂😂😂"
1055,"Tdnya mau ke Prabowo, tp setelah pengumuman Cawapres kog malah ke Ganjar ya, apalagi Cawapresnya Pak Mahfud MD"
1056,blunder total
1057,Sungguh Menjijikkan
