,,Name,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
75,,dzulkifly_ali,45366120814,"2023-10-29 05:13:41",0,"@rifky_ring lu login ml trs masuk di eventnya klik daftar pas SDH masuk baca baca saja trs keluar SDH simpel ka",18125485909313566,https://www.instagram.com/dzulkifly_ali/,https://www.instagram.com/p/CyTIRoAob4K/c/18125485909313566
76,,naikturun86,53672752355,"2023-10-29 08:19:53",0,"KONTOLLL PERBAIKI DARKSYSTEM KAU , CAPEK DI TROLL TERUSS KONNNN",18318218368099964,https://www.instagram.com/naikturun86/,https://www.instagram.com/p/CyTIRoAob4K/c/18318218368099964
77,,naikturun86,53672752355,"2023-10-29 08:27:09",0,"@yuza_praditya memang parah darksystem season ini",18025238299705660,https://www.instagram.com/naikturun86/,https://www.instagram.com/p/CyTIRoAob4K/c/18025238299705660
78,,uus23_,36532210395,"2023-10-29 10:44:24",0,❤️,17878828784970874,https://www.instagram.com/uus23_/,https://www.instagram.com/p/CyTIRoAob4K/c/17878828784970874
79,,rndhidekenganepusat,57417924977,"2023-10-29 10:46:38",0,"@elzayyan6 iyaa bang ncen @realmobilelegendsid",18242656111175054,https://www.instagram.com/rndhidekenganepusat/,https://www.instagram.com/p/CyTIRoAob4K/c/18242656111175054
80,,elzayyan6,60185149364,"2023-10-29 14:48:56",0,"@rndhidekenganepusat mana mau nanggepin dia",18005745488301345,https://www.instagram.com/elzayyan6/,https://www.instagram.com/p/CyTIRoAob4K/c/18005745488301345
81,,rndhidekenganepusat,57417924977,"2023-10-29 15:08:03",0,"@dino_dims iyaa bro sama emng agak laen monton",17997406046064018,https://www.instagram.com/rndhidekenganepusat/,https://www.instagram.com/p/CyTIRoAob4K/c/17997406046064018
82,,pukimak968,57311479906,"2023-10-29 15:09:54",0,"Oy game babi bisa ga sehari ga kasih gua tim  mitik hasil joki",17939930669740885,https://www.instagram.com/pukimak968/,https://www.instagram.com/p/CyTIRoAob4K/c/17939930669740885
83,,aldiano_arya,58936022497,"2023-10-30 04:13:26",0,"Bang rilis skin Fanny Lebanon, kata temenku ada🗿",17865206436004338,https://www.instagram.com/aldiano_arya/,https://www.instagram.com/p/CyTIRoAob4K/c/17865206436004338
84,,ahmdzxyhnz09,26994215468,"2023-10-30 04:25:42",0,"KONTOL LU MONTON ANJG",18003104863980967,https://www.instagram.com/ahmdzxyhnz09/,https://www.instagram.com/p/CyTIRoAob4K/c/18003104863980967
85,,ahmdzxyhnz09,26994215468,"2023-10-30 04:37:11",0,"KONTOL LU MONTON ANJG",17857677759017515,https://www.instagram.com/ahmdzxyhnz09/,https://www.instagram.com/p/CyTIRoAob4K/c/17857677759017515
86,,hidayat_store.idml,28727548924,"2023-10-30 09:22:52",0,"Nitip stok gacor terbaru boss bisa nego nego gas lah🙌",17979204875598858,https://www.instagram.com/hidayat_store.idml/,https://www.instagram.com/p/CyTIRoAob4K/c/17979204875598858
87,,usitboyz_,55577339571,"2023-10-30 14:06:18",0,"Anj lah malah telat buat dapatin 😢",18006437084308599,https://www.instagram.com/usitboyz_/,https://www.instagram.com/p/CyTIRoAob4K/c/18006437084308599
88,,7tannn,27882926248,"2023-10-30 15:26:04",0,"lawak yatim",17972508491618173,https://www.instagram.com/7tannn/,https://www.instagram.com/p/CyTIRoAob4K/c/17972508491618173
89,,luchissssssssss_,26654329707,"2023-10-30 15:52:13",0,"Woii hapus elementalis dari magic ches anjen",18063845848412408,https://www.instagram.com/luchissssssssss_/,https://www.instagram.com/p/CyTIRoAob4K/c/18063845848412408
90,,rizashlmi,3069614592,"2023-10-31 02:51:00",0,"EVEN KONTOL, GK USAH ADA EVENT, CUKUP LU NGASIK TIM YG BAGUSAN NAPA, YG SAMA SAMA GG MAIN NYA WALAU PUN KALAH GK NGESELIN, SEMUA KATA KASAR LU SENSOR KONTOOLLL",18113054056328975,https://www.instagram.com/rizashlmi/,https://www.instagram.com/p/CyTIRoAob4K/c/18113054056328975
91,,rizashlmi,3069614592,"2023-10-31 02:51:25",0,"SEMOGA BANGKRUT, SEMOGA ADA GAME YG LEBIH BAGUS",18109172398339336,https://www.instagram.com/rizashlmi/,https://www.instagram.com/p/CyTIRoAob4K/c/18109172398339336
92,,zfn_mhmd09,5832385070,"2023-10-31 04:54:46",0,"Coba bikin lagu m5 sama itzy kan waktu itu udah collab kayak lol aja",18018355438731366,https://www.instagram.com/zfn_mhmd09/,https://www.instagram.com/p/CyTIRoAob4K/c/18018355438731366
93,,nik_zam66,38908699997,"2023-10-31 05:05:21",0,"Harap skin aku carmilla bukan skin mahal sebab dh lama tunggu skin dia 🥲 dh aku harap skin dia bukan collector tolong lah jangan",17926221665696826,https://www.instagram.com/nik_zam66/,https://www.instagram.com/p/CyTIRoAob4K/c/17926221665696826
94,,aldiramadanz,1394942683,"2023-10-31 18:24:38",0,"buat yg push rank dan elu masih di legend ngarep buat cepet mytic apa lg lu solo ah mimpi lu,season skrng ke anj,gw udh seminggu stak legend 4,udh mah tim gua ngetrol ank2 monyet emng trs musuh gw ngerasa lagi ngelawan onic anj,musuh udh sampe mytic honor tim gw ada yg baru legend 4,epic 1,legend 5,mana bsa sih di adu di rank,emng monton ini licik,biar lu semua stak dulu krna turun season masih lama,biar elu ga cepet naik di kasih dah lu lostrek giliran udh mau deket2 season baru lu di kasih winstrek serasa elu jago bgt,itu permainan montoon licik,giliran elu baru naik ke mytic gundul eh malah turun season balik lagi lu ke epic gitu aja terus,buat admin mobile legend yg ngatur kyk gini elu ga lebih dri org ga guna,seneng2 di atas kekesalan org lain,inget lu karma itu sumpah gua buat elu",18013571197812218,https://www.instagram.com/aldiramadanz/,https://www.instagram.com/p/CyTIRoAob4K/c/18013571197812218
95,,putrraofficial,943241441,"2023-10-31 18:28:59",0,"tiap main dpt bot terus heran😢",18098943817361956,https://www.instagram.com/putrraofficial/,https://www.instagram.com/p/CyTIRoAob4K/c/18098943817361956
96,,fendi.prasetyawan_02,57168362293,"2023-11-01 05:08:27",0,"Moonton iblisss",18075336238419694,https://www.instagram.com/fendi.prasetyawan_02/,https://www.instagram.com/p/CyTIRoAob4K/c/18075336238419694
97,,f4jarn,46292024066,"2023-11-01 08:57:19",0,"Ga se imbang sama lostreak yg lu kasih",18397981789061223,https://www.instagram.com/f4jarn/,https://www.instagram.com/p/CyTIRoAob4K/c/18397981789061223
98,,sweetydaisy____,49461544082,"2023-11-01 09:09:46",0,"Sudah dapat skin nya, tapi heronya gak punya ☺",17881695242908035,https://www.instagram.com/sweetydaisy____/,https://www.instagram.com/p/CyTIRoAob4K/c/17881695242908035
99,,khoirunnisafadilla,7228651705,"2023-11-01 09:15:11",0,"Gila sih ini, gk ngehargai orang yg capek2 ngumpulin token buat tuker. Ud capek2 ngumpulin+tuker, eh selesai tuker ini taon malah dikasih gratis. Muntos muntos",17924246111794337,https://www.instagram.com/khoirunnisafadilla/,https://www.instagram.com/p/CyTIRoAob4K/c/17924246111794337
100,,aldiramadanz,1394942683,"2023-11-01 12:24:17",0,"komenan gua yg ke 2 saking kesel nya sama game bgst ini,kata org2 bang jangan main solo main ber5 sama tmn,oke pertanyaan gua apa pas lu mabar ber 5 lu di kasih musuh yg gampang?atau minimal seimbang ama kemampuan lu pda,ga bakal smua sama aja,lu solo lu kasih tim kayak babi semua kelakuan nya,ada yg ngetrol,ada yg rebutan hero pas draft,ahir nya kadang mage 2,mm 2,ketika lu mabar monton ga kasih elu lawan yg gampang minimal kayak elu nabrak onic di rank itu faktanya,awal season elu bakal susah setengah mati buat naik,tpi klo turun ga ush di tanya,lu perlu waktu minimal 2 bulan buat lolos dri epic sama legend,dan bngst nya ketika lu udh sampe mytic season baru kembali datang dan elu merosot lg ke epic",18051043366457762,https://www.instagram.com/aldiramadanz/,https://www.instagram.com/p/CyTIRoAob4K/c/18051043366457762
